House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
12,Connolly Park,Edward,Patel-Hussain,51,Son,Single,Male,Community pharmacist,None,Christian
12,Connolly Park,Julia,Patel-Hussain,45,Daughter,Single,Female,Animal technologist,None,None
12,Connolly Park,Mandy,Patel-Hussain,41,Daughter,Single,Female,Podiatrist,None,None
12,Connolly Park,Antony,Patel-Hussain,41,Son,Single,Male,Horticultural therapist,None,Christian
12,Connolly Park,Cheryl,Patel-Hussain,41,Daughter,Single,Female,Graphic designer,None,Christian
12,Connolly Park,Kieran,Patel-Hussain,34,Son,Single,Male,Public librarian,None,Christian
13,Connolly Park,Sam,Woodward,50,Head,Single,Male,Solicitor,None,Methodist
13,Connolly Park,Bethany,Jones,21,None,Single,Female,Rural practice surveyor,None,None
13,Connolly Park,Lindsey,Murray,56,None,Single,Female,Museum education officer,None,Christian
14,Connolly Park,Kathryn,Thomas,60,Head,Married,Female,"Buyer, retail",None,Christian
14,Connolly Park,Ross,Thomas,58,Husband,Married,Male,Musician,None,Christian
14,Connolly Park,Jean,Thomas,31,Daughter,Single,Female,Archivist,None,Christian
14,Connolly Park,Judith,Thomas,28,Daughter,Divorced,Female,Learning disability nurse,None,None
14,Connolly Park,Cheryl,Thomas,27,Daughter,Single,Female,Materials engineer,None,Christian
14,Connolly Park,Mohamed,Thomas,24,Son,Single,Male,Air broker,None,Christian
15,Connolly Park,Craig,Roberts,39,Head,Single,Male,Unemployed,None,Methodist
15,Connolly Park,Mandy,Walker,31,Lodger,Single,Female,"Geologist, engineering",None,None
15,Connolly Park,Gemma,Bray,51,Visitor,Single,Female,Waste management officer,None,Catholic
15,Connolly Park,Shane,Davies,45,Sibling,Single,Male,Operational investment banker,None,Catholic
15,Connolly Park,Anna,Myers,37,Lodger,Single,Female,Investment analyst,None,Catholic
15,Connolly Park,Joanne,Briggs,26,Lodger,Divorced,Female,Theatre stage manager,None,None
15,Connolly Park,Reece,Chadwick,18,Lodger,Divorced,Male,Student,None,NA
15,Connolly Park,Clifford,Hamilton,58,Lodger,Divorced,Male,Wellsite geologist,None,Christian
15,Connolly Park,Rita,Begum,29,Lodger,Single,Female,Sports coach,None,None
16,Connolly Park,Beth,John,40,Head,Married,Female,Lawyer,None,Catholic
16,Connolly Park,Nathan,John,47,Husband,Married,Male,Gaffer,None,Catholic
16,Connolly Park,Ellie,John,2,Daughter,NA,Female,Child,None,NA
16,Connolly Park,Allan,John,2,Son,NA,Male,Child,None,NA
16,Connolly Park,Sarah,Fleming,41,Sibling,Divorced,Female,Phytotherapist,None,None
16,Connolly Park,Maria,Kay,34,Lodger,Divorced,Female,Unemployed,None,None
16,Connolly Park,Glenn,Watson,40,Lodger,Divorced,Male,Agricultural consultant,None,Methodist
16,Connolly Park,Jodie,Cook,37,Lodger,Single,Female,Legal executive,None,Christian
16,Connolly Park,Elaine,Hunter,29,Lodger,Single,Female,Unemployed,None,Muslim
16,Connolly Park,Danielle,Pope,41,Lodger,Single,Female,"Scientist, research (physical sciences)",None,Catholic
16,Connolly Park,Francesca,O'Neill,59,Sibling,Divorced,Female,Forest/woodland manager,None,Christian
17,Connolly Park,Rachael,Turner,30,Head,Single,Female,Mental health nurse,None,Muslim
17,Connolly Park,Shane,Newman,38,None,Single,Male,"Teacher, secondary school",None,Christian
17,Connolly Park,Irene,Phillips,35,None,Single,Female,Medical technical officer,None,None
17,Connolly Park,Kathryn,Armstrong,57,None,Single,Female,Community development worker,None,Christian
17,Connolly Park,Ross,Martin,52,None,Single,Male,"Journalist, magazine",None,Christian
17,Connolly Park,Suzanne,Rowe,58,None,Single,Female,Government social research officer,None,Catholic
17,Connolly Park,Norman,Wright,32,None,Single,Male,Lawyer,None,Sikh
17,Connolly Park,Jack,Gilbert,60,None,Single,Male,Forensic psychologist,None,None
17,Connolly Park,Lucy,Robertson,32,None,Single,Female,"Therapist, drama",None,None
17,Connolly Park,Janet,Brooks,57,None,Single,Female,Veterinary surgeon,None,None
17,Connolly Park,Zoe,Wright,48,None,Single,Female,Secretary/administrator,None,None
17,Connolly Park,Jenna,Goodwin,56,None,Single,Female,"Editor, commissioning",None,Christian
18,Connolly Park,Elaine,Hale,41,Head,Divorced,Female,Tourist information centre manager,None,None
18,Connolly Park,Roy,Hale,13,Son,NA,Male,Student,None,NA
18,Connolly Park,Roger,Hale,9,Adopted Son,NA,Male,Student,None,NA
18,Connolly Park,Tracey,Kemp,7,Daughter,NA,Female,Student,None,NA
18,Connolly Park,Andrew,Payne-Kemp,1,Son,NA,Male,Child,None,NA
19,Connolly Park,Carolyn,Johnston,44,Head,Single,Female,Jewellery designer,None,Christian
19,Connolly Park,Clifford,Rogers,48,Partner,Single,Male,Facilities manager,None,Christian
19,Connolly Park,Sylvia,Johnston,9,Daughter,NA,Female,Student,None,NA
19,Connolly Park,Mandy,Thompson-Johnston,3,Daughter,NA,Female,Child,None,NA
19,Connolly Park,Marcus,Taylor,26,Lodger,Single,Male,"Therapist, speech and language",None,None
20,Connolly Park,Marilyn,Scott,53,Head,Single,Female,Theme park manager,None,Christian
21,Connolly Park,Joyce,Andrews,48,Head,Married,Female,Minerals surveyor,None,Methodist
21,Connolly Park,Adam,Andrews-Holloway,48,Husband,Married,Male,Drilling engineer,None,None
21,Connolly Park,Robin,Andrews-Holloway,25,Son,Single,Male,Best boy,None,None
21,Connolly Park,Hilary,Andrews-Holloway,0,Daughter,NA,Female,Child,None,NA
22,Connolly Park,Robert,White,60,Head,Divorced,Male,"Psychologist, clinical",None,Catholic
22,Connolly Park,Carol,White,16,Daughter,NA,Female,Student,None,NA
22,Connolly Park,Billy,White,15,Son,NA,Male,Student,None,NA
22,Connolly Park,Jack,White,14,Son,NA,Male,Student,None,NA
22,Connolly Park,Guy,White,11,Son,NA,Male,Student,None,NA
23,Connolly Park,Fiona,Long,42,Head,Divorced,Female,Unemployed,None,None
23,Connolly Park,Ashley,Long,7,Son,NA,Male,Student,None,NA
23,Connolly Park,Lewis,Long,3,Son,NA,Male,Child,None,NA
23,Connolly Park,Allan,Long,2,Son,NA,Male,Child,None,NA
23,Connolly Park,Geoffrey,Long,0,Son,NA,Male,Child,None,NA
23,Connolly Park,Julian,Short,43,Lodger,Single,Male,Geoscientist,None,Christian
23,Connolly Park,Deborah,Harrison,52,Lodger,Single,Female,Agricultural engineer,None,None
23,Connolly Park,Jeffrey,Morton,48,Lodger,Single,Male,Product designer,None,Christian
23,Connolly Park,Frederick,Andrews,24,Lodger,Single,Male,Armed forces logistics/support/administrative officer,None,Catholic
23,Connolly Park,Kayleigh,Wells,51,Lodger,Single,Female,Trade mark attorney,None,Christian
23,Connolly Park,Molly,Jarvis,44,Lodger,Single,Female,Physiotherapist,None,Christian
24,Connolly Park,Claire,Jones,61.14390708730485,Head,Widowed,Female,International aid/development worker,None,None
24,Connolly Park,Kirsty,Jones,10.0,Daughter,NA,Female,Student,None,NA
24,Connolly Park,Ben,Jones,9.0,Son,NA,Male,Student,None,NA
24,Connolly Park,Oliver,Jones,6.0,Son,NA,Male,Student,None,NA
24,Connolly Park,Alexander,Jones,2.0,Son,NA,Male,Child,None,NA
25,Connolly Park,Ashley,Owen,33,Head,Married,Male,Clinical cytogeneticist,None,None
25,Connolly Park,Aimee,Owen,31,Wife,Married,Female,Plant breeder/geneticist,None,None
25,Connolly Park,Maria,Owen,8,Daughter,NA,Female,Student,None,NA
25,Connolly Park,Ashleigh,Jones-Owen,7,Daughter,NA,Female,Student,None,NA
25,Connolly Park,Matthew,Jones-Owen,4,Son,NA,Male,Child,None,NA
26,Connolly Park,Susan,Fleming,25,Head,Single,Female,Information officer,None,None
26,Connolly Park,Trevor,Spencer,27,Partner,Single,Male,Armed forces logistics/support/administrative officer,None,None
26,Connolly Park,Graeme,Wright,26,Lodger,Single,Male,Garment/textile technologist,None,Catholic
26,Connolly Park,Vincent,Burrows,56,Lodger,Single,Male,Unemployed,None,None
26,Connolly Park,Carol,Little,18,Lodger,Single,Female,Student,None,NA
27,Connolly Park,Yvonne,Hill,67,Head,Single,Female,Comptroller,None,Christian
27,Connolly Park,Luke,Cole,69,Partner,Single,Male,Retired Advertising art director,None,Christian
27,Connolly Park,Georgina,Hill,37,Daughter,Widowed,Female,Clinical psychologist,None,Christian
27,Connolly Park,Vanessa,Hill,35,Daughter,Single,Female,"Engineer, biomedical",None,Christian
27,Connolly Park,Lynn,Hill,31,Daughter,Single,Female,Emergency planning/management officer,None,None
27,Connolly Park,Luke,Hill,28,Son,Single,Male,Biomedical scientist,None,Christian
27,Connolly Park,Christian,Hill,26,Son,Single,Male,"Copywriter, advertising",None,None
27,Connolly Park,Terence,Hill,23,Son,Single,Male,"Surveyor, mining",None,None
27,Connolly Park,Kenneth,Hill,20,Son,Widowed,Male,University Student,None,Christian
27,Connolly Park,Matthew,Hill,1,Son,NA,Male,Child,None,NA
28,Connolly Park,Sara,Cole,43,Head,Married,Female,"Designer, textile",None,None
28,Connolly Park,Trevor,Cole,45,Husband,Married,Male,Fish farm manager,None,None
28,Connolly Park,Ellie,Cole,17,Daughter,NA,Female,Student,None,NA
28,Connolly Park,Ian,Cole,13,Son,NA,Male,Student,None,NA
28,Connolly Park,Jennifer,Cole,13,Daughter,NA,Female,Student,None,NA
29,Connolly Park,Joanna,Leach,60,Head,Single,Female,Quantity surveyor,None,None
29,Connolly Park,Sylvia,Bradley,43,None,Single,Female,Land,None,Catholic
29,Connolly Park,Bethany,Williams,53,None,Single,Female,Unemployed,None,None
29,Connolly Park,Scott,Cooper,32,None,Single,Male,"Sound technician, broadcasting/film/video",None,None
30,Connolly Park,Pauline,Miles,40,Head,Married,Female,Comptroller,Physical Disability,Christian
30,Connolly Park,Kyle,Miles,44,Husband,Married,Male,Unemployed,None,Christian
30,Connolly Park,Stuart,Miles,23,Adopted Son,Divorced,Male,Herbalist,None,Christian
30,Connolly Park,Malcolm,Miles,22,Son,Single,Male,University Student,None,None
30,Connolly Park,Christopher,Miles,1,Son,NA,Male,Child,None,NA
31,Connolly Park,Lauren,Elliott,84,Head,Married,Female,Retired IT sales professional,None,Christian
31,Connolly Park,Alex,Elliott,91,Husband,Married,Male,"Retired Runner, broadcasting/film/video",None,Christian
31,Connolly Park,Gemma,Elliott,57,Daughter,Widowed,Female,"Psychologist, prison and probation services",None,Christian
31,Connolly Park,Amy,Elliott,54,Daughter,Single,Female,Environmental health practitioner,Physical Disability,None
31,Connolly Park,Daniel,Elliott,51,Son,Single,Male,Personal assistant,None,Christian
31,Connolly Park,Irene,Elliott,47,Daughter,Single,Female,Geochemist,None,Christian
31,Connolly Park,Jean,Elliott,43,Daughter,Single,Female,Horticultural therapist,None,Christian
31,Connolly Park,Brian,Elliott,39,Son,Single,Male,Hydrogeologist,None,Christian
31,Connolly Park,Diana,Elliott,37,Daughter,Single,Female,Early years teacher,None,None
31,Connolly Park,Janice,Elliott,36,Daughter,Single,Female,IT technical support officer,None,Christian
31,Connolly Park,Terence,Elliott,35,Son,Single,Male,Civil Service administrator,None,None
31,Connolly Park,Jane,Elliott,33,Daughter,Single,Female,Physiotherapist,None,Christian
32,Connolly Park,James,Sharp,43,Head,Married,Male,Lexicographer,None,Christian
32,Connolly Park,Fiona,Sharp,42,Wife,Married,Female,Sports development officer,None,Christian
32,Connolly Park,Kieran,Sharp,13,Son,NA,Male,Student,None,NA
32,Connolly Park,Annette,Sharp,12,Daughter,NA,Female,Student,None,NA
32,Connolly Park,Amber,Sharp,9,Daughter,NA,Female,Student,None,NA
32,Connolly Park,Nathan,Sharp,1,Son,NA,Male,Child,None,NA
32,Connolly Park,Hilary,Bennett,20,Visitor,Single,Female,University Student,None,None
33,Connolly Park,Marion,Black,52,Head,Married,Female,Unemployed,None,None
33,Connolly Park,George,Black,54,Husband,Married,Male,Architectural technologist,None,None
33,Connolly Park,Harry,Black,19,Son,Single,Male,University Student,None,None
33,Connolly Park,Sophie,Graham-Black,11,Daughter,NA,Female,Student,None,NA
33,Connolly Park,Jill,Graham-Black,7,Daughter,NA,Female,Student,None,NA
33,Connolly Park,Anthony,Graham-Black,3,Son,NA,Male,Child,None,NA
33,Connolly Park,Elliot,Gibson-Graham-Black,2,Son,NA,Male,Child,None,NA
33,Connolly Park,Conor,Gibson-Graham-Black,0,Son,NA,Male,Child,None,NA
33,Connolly Park,Gerard,Perkins,23,Lodger,Single,Male,"Programmer, applications",None,Catholic
33,Connolly Park,Thomas,Saunders,63,Visitor,Single,Male,Manufacturing systems engineer,None,Catholic
33,Connolly Park,Damian,Jones,62,Lodger,Single,Male,Unemployed,None,None
33,Connolly Park,Leah,Morris,39,Lodger,Divorced,Female,Pathologist,None,Christian
34,Connolly Park,Cheryl,Morris,29,Head,Married,Female,Trade mark attorney,None,None
34,Connolly Park,Sean,Morris,29,Husband,Married,Male,Publishing rights manager,None,None
34,Connolly Park,Yvonne,Morris,0,Daughter,NA,Female,Child,None,NA
34,Connolly Park,Cameron,Porter,25,Lodger,Divorced,Male,Futures trader,None,Christian
34,Connolly Park,Hazel,Sutton,39,Lodger,Divorced,Female,"Journalist, magazine",None,None
35,Connolly Park,Jayne,Nash,75,Head,Married,Female,Retired Financial controller,None,Christian
35,Connolly Park,Edward,Nash,74,Husband,Married,Male,"Retired Geologist, engineering",None,Christian
35,Connolly Park,Benjamin,Nash,50,Son,Divorced,Male,Health visitor,None,Christian
35,Connolly Park,Stewart,Nash,46,Son,Single,Male,Police officer,None,Christian
35,Connolly Park,Elliott,Nash,42,Son,Single,Male,Farm manager,None,Christian
35,Connolly Park,Eileen,Nash,42,Daughter,Single,Female,"Psychologist, forensic",None,None
35,Connolly Park,Irene,Nash,41,Daughter,Single,Female,"Producer, radio",None,Christian
35,Connolly Park,Maurice,Nash,38,Son,Single,Male,Magazine journalist,None,Christian
35,Connolly Park,Bernard,Nash,35,Son,Divorced,Male,Building control surveyor,None,None
35,Connolly Park,Molly,Nash,32,Daughter,Divorced,Female,Psychotherapist,None,Christian
35,Connolly Park,Jake,Nash,30,Son,Single,Male,Freight forwarder,None,Christian
35,Connolly Park,Marilyn,Nash,29,Daughter,Single,Female,"Conservator, furniture",None,Christian
35,Connolly Park,Declan,Nash,26,Son,Single,Male,Personal assistant,None,Christian
35,Connolly Park,Allan,Nash,23,Son,Single,Male,Nutritional therapist,None,Christian
35,Connolly Park,Jenna,Nash,22,Daughter,Single,Female,University Student,None,Christian
35,Connolly Park,Graeme,Wilson-Nash,16,Son,NA,Male,Student,None,NA
36,Connolly Park,Shirley,Thomas,35,Head,Single,Female,Forest/woodland manager,None,Methodist
36,Connolly Park,Charlie,Thomas,6,Son,NA,Male,Student,None,NA
36,Connolly Park,Andrew,Thomas,4,Son,NA,Male,Child,None,NA
36,Connolly Park,Kathleen,Thomas,2,Daughter,NA,Female,Child,None,NA
36,Connolly Park,Joseph,Banks,34,Lodger,Single,Male,"Surveyor, planning and development",None,None
36,Connolly Park,Elliott,Harris,41,Lodger,Divorced,Male,"Designer, television/film set",None,Catholic
37,Connolly Park,Lisa,James,43,Head,Married,Female,Equality and diversity officer,None,Christian
37,Connolly Park,Luke,James,42,Husband,Married,Male,"Therapist, speech and language",None,Christian
37,Connolly Park,Damian,James,22,Son,Single,Male,University Student,None,Christian
37,Connolly Park,Susan,James,18,Daughter,Single,Female,Student,None,Christian
37,Connolly Park,Jill,James,17,Daughter,NA,Female,Student,None,NA
38,Connolly Park,Joyce,Barnes,41,Head,Married,Female,Unemployed,None,Christian
38,Connolly Park,Aaron,Barnes,40,Husband,Married,Male,"Conservator, museum/gallery",None,Christian
38,Connolly Park,Katy,Barnes,11,Daughter,NA,Female,Student,None,NA
38,Connolly Park,Aimee,Barnes,8,Daughter,NA,Female,Student,None,NA
38,Connolly Park,Raymond,Barnes,8,Son,NA,Male,Student,None,NA
39,Connolly Park,Luke,Bennett,54,Head,Divorced,Male,Chartered certified accountant,None,None
39,Connolly Park,Wayne,Bennett,7,Grandson,NA,Male,Student,None,NA
39,Connolly Park,Abdul,Mitchell,4,Grandson,NA,Male,Child,None,NA
39,Connolly Park,Gregory,Evans,1,Grandson,NA,Male,Child,None,NA
39,Connolly Park,Chloe,Parker,18,Lodger,Divorced,Female,Student,None,NA
40,Connolly Park,Catherine,Stewart,50,Head,Married,Female,Animator,None,None
40,Connolly Park,Simon,Stewart,51,Husband,Married,Male,Retail banker,None,None
40,Connolly Park,Damien,Evans,23,Son,Single,Male,"Designer, interior/spatial",None,None
40,Connolly Park,Anna,Evans,18,Daughter,Single,Female,Student,None,None
40,Connolly Park,Barry,Evans,15,Son,NA,Male,Student,None,NA
41,Connolly Park,Lindsey,Martin,47,Head,Married,Female,"Engineer, manufacturing systems",None,None
41,Connolly Park,Liam,Martin,46,Husband,Married,Male,"Psychologist, forensic",None,None
41,Connolly Park,Jacob,Martin,36,Son,Divorced,Male,Theatre stage manager,None,None
41,Connolly Park,Francis,Martin,34,Son,Single,Male,Financial manager,None,None
41,Connolly Park,Allan,Martin,31,Son,Single,Male,Technical sales engineer,None,None
41,Connolly Park,Ricky,Martin,29,Son,Divorced,Male,Technical sales engineer,None,None
42,Connolly Park,Marion,Burgess,37,Head,Single,Female,Social worker,None,None
42,Connolly Park,Lynda,Peters,45,None,Single,Female,Scientific laboratory technician,None,Catholic
42,Connolly Park,Marc,Burns,22,None,Single,Male,University Student,None,Catholic
42,Connolly Park,Jane,Nelson,59,None,Single,Female,Dealer,None,Christian
42,Connolly Park,Simon,Chadwick,61,None,Single,Male,Unemployed,None,Christian
42,Connolly Park,Russell,Henderson,60,None,Single,Male,Chief Operating Officer,None,Christian
42,Connolly Park,Lucy,Johnson,44,None,Single,Female,Unemployed,None,Catholic
42,Connolly Park,Paula,Archer,41,None,Single,Female,Information systems manager,None,None
42,Connolly Park,Louise,Dale,50,None,Single,Female,Unemployed,None,None
43,Connolly Park,Marcus,Fuller,58,Head,Married,Male,Merchant navy officer,None,Catholic
43,Connolly Park,Annette,Fuller,52,Wife,Married,Female,"Production assistant, television",None,None
43,Connolly Park,Claire,Fuller,20,Daughter,Divorced,Female,University Student,None,Catholic
43,Connolly Park,Helen,Fuller,11,Daughter,NA,Female,Student,None,NA
43,Connolly Park,Lynne,Fuller,11,Daughter,NA,Female,Student,None,NA
44,Connolly Park,Mohammed,Mitchell,68,Head,Married,Male,Retired Health service manager,None,Christian
44,Connolly Park,Rosemary,Mitchell,66,Wife,Married,Female,Marketing executive,None,Christian
44,Connolly Park,Mohamed,Mitchell,40,Son,Single,Male,Facilities manager,None,None
44,Connolly Park,Natalie,Mitchell,36,Daughter,Single,Female,Mental health nurse,None,Christian
44,Connolly Park,Terry,Mitchell,32,Son,Single,Male,"Engineer, materials",None,Christian
44,Connolly Park,Howard,Mitchell,29,Son,Single,Male,Manufacturing engineer,None,Christian
44,Connolly Park,Emily,Mitchell,29,Daughter,Single,Female,Unemployed,None,None
44,Connolly Park,Stewart,Mitchell,27,Son,Single,Male,Unemployed,None,None
44,Connolly Park,Sarah,Mitchell,24,Daughter,Single,Female,Advice worker,None,Christian
44,Connolly Park,Sophie,Mitchell,20,Daughter,Single,Female,University Student,None,Christian
44,Connolly Park,Alan,Mitchell,20,Son,Single,Male,University Student,None,Christian
44,Connolly Park,Debra,Mitchell,16,Daughter,NA,Female,Student,None,NA
44,Connolly Park,Jason,Mitchell,12,Son,NA,Male,Student,None,NA
44,Connolly Park,Richard,Mitchell,10,Son,NA,Male,Student, ,NA
44,Connolly Park,Georgina,Mitchell,8,Daughter,NA,Female,Student,None,NA
44,Connolly Park,Lorraine,Mitchell,6,Daughter,NA,Female,Student,None,NA
44,Connolly Park,Grace,Mitchell,4,Daughter,NA,Female,Child,None,NA
45,Connolly Park,Beth,Carter,47,Head,Married,Female,"Scientist, biomedical",None,Christian
45,Connolly Park,Eric,Carter,47,Husband,Married,Male,Field seismologist,None,None
46,Connolly Park,Deborah,Savage,38,Head,Single,Female,Armed forces logistics/support/administrative officer,None,None
46,Connolly Park,Allan,Savage,3,Son,NA,Male,Child,None,NA
46,Connolly Park,Joanne,Savage,1,Daughter,NA,Female,Child,None,NA
46,Connolly Park,Abbie,Savage,1,Daughter,NA,Female,Child,None,NA
46,Connolly Park,Jade,Savage,0,Daughter,NA,Female,Child,None,NA
47,Connolly Park,Sophie,Birch,21,Head,Single,Female,Unemployed,None,Catholic
47,Connolly Park,Catherine,Morris,27,Lodger,Single,Female,Technical sales engineer,None,None
47,Connolly Park,Wendy,Carroll,64,Lodger,Single,Female,Lawyer,None,Christian
47,Connolly Park,Jason,Green,32,Lodger,Single,Male,Investment analyst,None,Christian
47,Connolly Park,Nicola,Kemp,37,Cousin,Single,Female,Phytotherapist,None,Catholic
48,Connolly Park,Fiona,Farmer-Hart,27,Head,Single,Female,Music therapist,None,Muslim
48,Connolly Park,Jane,Quinn,56,Lodger,Widowed,Female,Fine artist,None,Catholic
48,Connolly Park,Mohamed,Patel,26,Lodger,Divorced,Male,Toxicologist,None,Catholic
48,Connolly Park,Lynda,Leach,26,Lodger,Single,Female,Pensions consultant,None,None
48,Connolly Park,Trevor,Chamberlain,26,Lodger,Divorced,Male,Unemployed,None,None
48,Connolly Park,Roy,Noble,61,Lodger,Single,Male,Heritage manager,None,None
48,Connolly Park,Steven,Stewart,24,Lodger,Divorced,Male,Higher education careers adviser,None,None
48,Connolly Park,Lawrence,Hall,33,Lodger,Single,Male,Fisheries officer,None,Catholic
48,Connolly Park,Amelia,Morris,40,Lodger,Single,Female,Marine scientist,None,Catholic
48,Connolly Park,Jonathan,Fry,44,Lodger,Divorced,Male,Fashion designer,None,Catholic
48,Connolly Park,Emily,Owens,59,Lodger,Single,Female,Building services engineer,None,None
49,Connolly Park,Gareth,Bailey,49,Head,Married,Male,Meteorologist,None,Catholic
49,Connolly Park,Stephanie,Bailey,50,Wife,Married,Female,"Administrator, charities/voluntary organisations",None,Catholic
49,Connolly Park,Clare,Bailey,15,Daughter,NA,Female,Student,None,NA
49,Connolly Park,Katie,Bailey,13,Daughter,NA,Female,Student,None,NA
1,Hunters Drive,Susan,Howe,55,Head,Divorced,Female,Unemployed,None,None
1,Hunters Drive,Nicola,Howe,18,Daughter,Single,Female,Student,None,None
1,Hunters Drive,Charles,Howe,14,Son,NA,Male,Student,None,NA
1,Hunters Drive,Louis,Howe,10,Son,NA,Male,Student,None,NA
2,Hunters Drive,Janice,Lamb,59,Head,Single,Female,Legal executive,None,None
2,Hunters Drive,Lynda,Simpson,44,None,Single,Female,Barrister's clerk,None,Methodist
2,Hunters Drive,Guy,Smith,52,None,Single,Male,Animal technologist,None,Christian
2,Hunters Drive,Jeremy,White,19,None,Single,Male,University Student,None,Sikh
3,Hunters Drive,Lesley,Warren,46,Head,Divorced,Female,Unemployed,None,Christian
3,Hunters Drive,Emily,Warren,9,Daughter,NA,Female,Student,None,NA
3,Hunters Drive,Allan,Graham-Warren,6,Son,NA,Male,Student,None,NA
3,Hunters Drive,Lynne,Graham-Warren,2,Daughter,NA,Female,Child,None,NA
3,Hunters Drive,Barbara,Smith,19,Lodger,Single,Female,University Student,None,None
4,Hunters Drive,Fiona,McDonald,34,Head,Single,Female,"Copywriter, advertising",None,Muslim
5,Hunters Drive,Jemma,Lees,42,Head,Single,Female,Senior tax professional/tax inspector,None,Methodist
5,Hunters Drive,Ben,Lees,3,Nephew,NA,Male,Child,None,NA
5,Hunters Drive,Marie,Lees,0,Neice,NA,Female,Child,None,NA
5,Hunters Drive,Joyce,Harris,26,Lodger,Divorced,Female,"Accountant, chartered certified",None,Methodist
6,Hunters Drive,Amber,Allen,33,Head,Married,Female,Facilities manager,None,Jewish
6,Hunters Drive,Carly,Allen,35,Wife,Married,Female,"Journalist, broadcasting",None,Jewish
6,Hunters Drive,Rachel,Allen,5,Daughter,NA,Female,Student,None,NA
6,Hunters Drive,Wayne,Allen,5,Son,NA,Male,Student,None,NA
7,Hunters Drive,Diane,Dickinson,44,Head,Single,Female,Lexicographer,None,Catholic
7,Hunters Drive,Benjamin,Bird,47,Partner,Single,Male,Hospital pharmacist,None,Catholic
7,Hunters Drive,Norman,Dickinson,14,Son,NA,Male,Student,None,NA
8,Hunters Drive,Emma,Read,56,Head,Married,Female,Air broker,None,None
8,Hunters Drive,Joseph,Read,54,Husband,Married,Male,Unemployed,None,None
8,Hunters Drive,Bradley,Read,30,Son,Single,Male,"Surveyor, quantity",None,None
9,Hunters Drive,Jessica,Wright,36,Head,Married,Female,"Runner, broadcasting/film/video",None,Catholic
9,Hunters Drive,Gerard,Wright,36,Husband,Married,Male,Investment analyst,None,None
9,Hunters Drive,Helen,Wright,11,Daughter,NA,Female,Student,None,NA
10,Hunters Drive,Sandra,Nicholls,38,Head,Married,Female,Building surveyor,None,None
10,Hunters Drive,Kenneth,Nicholls,40,Husband,Married,Male,Art therapist,None,None
10,Hunters Drive,Linda,Nicholls,14,Daughter,NA,Female,Student,None,NA
11,Hunters Drive,Kim,Bray,63,Head,Single,Female,Sales executive,None,Christian
11,Hunters Drive,Kirsty,Bray,34,Daughter,Single,Female,Armed forces training and education officer,None,None
11,Hunters Drive,Adam,Bray,32,Son,Single,Male,Estate manager/land agent,None,Christian
1,Griffiths Ports,Charlene,Thomas-Roberts,40,Head,Single,Female,Mental health nurse,None,Christian
1,Griffiths Ports,Roger,Murphy,39,Partner,Single,Male,Psychotherapist,None,None
1,Griffiths Ports,Guy,Thomas-Roberts,11,Son,NA,Male,Student,None,NA
2,Griffiths Ports,Harriet,O'Connor,49,Head,Married,Female,Herpetologist,None,None
2,Griffiths Ports,David,O'Connor,51,Husband,Married,Male,Special effects artist,None,None
2,Griffiths Ports,Charles,O'Connor,24,Son,Single,Male,Stage manager,None,None
2,Griffiths Ports,Eleanor,O'Connor,15,Daughter,NA,Female,Student,None,NA
3,Griffiths Ports,Clare,Nelson,60,Head,Married,Female,Psychiatrist,None,Christian
3,Griffiths Ports,Nigel,Nelson,54,Husband,Married,Male,"Production designer, theatre/television/film",None,Christian
3,Griffiths Ports,Rachel,Nelson,25,Daughter,Single,Female,Manufacturing systems engineer,None,None
3,Griffiths Ports,Bryan,Nelson,21,Son,Divorced,Male,University Student,None,Christian
3,Griffiths Ports,Daniel,Nelson,9,Son,NA,Male,Student,None,NA
4,Griffiths Ports,Jason,Wells,51,Head,Married,Male,Technical sales engineer,None,None
4,Griffiths Ports,Joyce,Wells,44,Wife,Married,Female,Paediatric nurse,None,None
4,Griffiths Ports,Callum,Wells,18,Son,Single,Male,Student,None,None
4,Griffiths Ports,Damian,Carroll-Wells,9,Son,NA,Male,Student,None,NA
5,Griffiths Ports,Irene,Rogers,28,Head,Single,Female,Transport planner,None,Methodist
5,Griffiths Ports,Daniel,Roberts,33,Partner,Single,Male,Civil Service fast streamer,None,None
5,Griffiths Ports,Kerry,Rogers,5,Daughter,NA,Female,Student,None,NA
5,Griffiths Ports,Jill,Rogers,2,Daughter,NA,Female,Child,None,NA
6,Griffiths Ports,Linda,Ryan,88,Head,Married,Female,Retired Horticultural therapist,None,Christian
6,Griffiths Ports,Ben,Ryan,91,Husband,Married,Male,Retired Recycling officer,None,None
7,Griffiths Ports,Ann,Smith,65,Head,Divorced,Female,Garment/textile technologist,None,Methodist
8,Griffiths Ports,Lindsey,Johnson,36,Head,Single,Female,"Designer, furniture",None,None
8,Griffiths Ports,Mitchell,Miller,38,Partner,Single,Male,Biomedical engineer,None,None
9,Griffiths Ports,Sally,Bevan,20,Head,Single,Female,University Student,None,Christian
9,Griffiths Ports,Francis,Khan,18,None,Single,Male,University Student,None,Catholic
9,Griffiths Ports,Angela,Johnson,29,None,Single,Female,PhD Student,None,None
9,Griffiths Ports,Leonard,Day,20,None,Single,Male,University Student,None,Catholic
